Provincia;Cod;Municipio;Total_Poblacion;Nacidos_ES;Nacidos_NO_ES;Total_Europa;Total_Unión_Europea;Alemania;Bulgaria;Francia;Italia;Polonia;Portugal;Reino_Unido;Rumanía;Total_Europa_No_Comunitaria;Rusia;Ucrania;Total_Africa;Argelia;Marruecos;Nigeria;Senegal;Total_América;Argentina;Bolivia;Brasil;Colombia;Cuba;Chile;Ecuador;Paraguay;Perú;Rep._Dominicana;Uruguay;Venezuela;Total_Asia;China;Pakistán;Oceanía;
Cuenca;16272;"Villas de la Ventosa";249;231;18;12;12;0;10;0;0;0;1;0;1;0;0;0;1;0;0;0;0;5;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;
Cuenca;16273;"Villaverde y Pasaconsol";351;340;11;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;4;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;
Cuenca;16274;"Víllora";138;126;12;6;6;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Cuenca;16275;"Vindel";11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Cuenca;16276;"Yémeda";22;20;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Cuenca;16277;"Zafra de Záncara";133;117;16;14;14;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
Cuenca;16278;"Zafrilla";67;66;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Cuenca;16279;"Zarza de Tajo";261;207;54;29;29;0;0;0;0;1;0;0;28;0;0;0;4;0;0;0;0;11;0;1;1;1;5;0;0;1;0;1;0;0;10;10;0;0;
Cuenca;16280;"Zarzuela";204;198;6;5;5;0;1;0;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19001;"Abánades";59;50;9;6;6;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;
Guadalajara;19002;"Ablanque";73;72;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19003;"Adobes";42;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19004;"Alaminos";67;65;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;
Guadalajara;19005;"Alarilla";115;93;22;11;11;0;5;0;0;0;5;0;0;0;0;0;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19006;"Albalate de Zorita";957;855;102;74;74;1;19;2;0;10;0;1;41;0;0;0;7;2;3;1;0;17;3;0;1;1;4;0;0;0;0;1;6;0;4;0;0;0;
Guadalajara;19007;"Albares";559;529;30;16;12;0;0;0;0;2;0;0;10;4;0;4;8;0;1;0;5;6;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;
Guadalajara;19008;"Albendiego";44;43;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19009;"Alcocer";337;278;59;44;42;0;16;1;0;0;0;0;23;2;0;2;8;0;8;0;0;7;0;0;0;2;0;0;1;1;0;3;0;0;0;0;0;0;
Guadalajara;19010;"Alcolea de las Peñas";11;10;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19011;"Alcolea del Pinar";336;253;83;34;34;0;1;2;0;0;0;0;31;0;0;0;3;0;2;0;0;45;0;0;0;4;0;0;4;1;0;36;0;0;0;0;0;1;
Guadalajara;19013;"Alcoroches";138;133;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;
Guadalajara;19015;"Aldeanueva de Guadalajara";84;80;4;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19016;"Algar de Mesa";62;60;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Guadalajara;19017;"Algora";78;67;11;8;8;0;1;0;0;0;0;0;7;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;
Guadalajara;19018;"Alhóndiga";172;169;3;3;1;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19019;"Alique";20;19;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19020;"Almadrones";63;40;23;11;11;0;0;0;0;0;0;0;11;0;0;0;1;0;1;0;0;11;0;0;0;4;0;1;3;1;1;0;0;1;0;0;0;0;
Guadalajara;19021;"Almoguera";1353;1229;124;43;40;2;9;2;0;1;0;0;26;3;1;2;39;0;32;0;7;34;9;0;2;1;2;0;5;1;1;8;0;4;8;3;4;0;
Guadalajara;19022;"Almonacid de Zorita";751;677;74;41;35;0;16;5;0;4;1;1;8;6;0;4;2;0;1;0;0;31;0;0;0;4;5;0;7;3;0;6;0;1;0;0;0;0;
Guadalajara;19023;"Alocén";176;155;21;18;15;0;11;0;0;0;0;0;4;3;1;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;
Guadalajara;19024;"Alovera";12407;11000;1407;569;544;37;25;37;10;46;31;12;335;25;5;3;195;16;82;29;5;594;60;5;15;105;67;14;52;13;142;36;14;39;45;25;6;4;
Guadalajara;19027;"Alustante";157;143;14;12;12;0;0;0;0;0;12;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19031;"Angón";15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19032;"Anguita";186;171;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;1;7;0;4;0;0;1;1;1;0;0;
Guadalajara;19033;"Anquela del Ducado";64;63;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
Guadalajara;19034;"Anquela del Pedregal";22;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19036;"Aranzueque";415;316;99;14;14;1;0;1;0;2;1;0;9;0;0;0;69;0;69;0;0;16;1;1;0;0;0;0;12;1;0;0;1;0;0;0;0;0;
Guadalajara;19037;"Arbancón";160;152;8;6;6;1;0;0;0;0;0;0;5;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19038;"Arbeteta";27;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19039;"Argecilla";66;63;3;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19040;"Armallones";51;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19041;"Armuña de Tajuña";251;207;44;32;26;2;2;1;0;2;0;5;14;6;0;1;4;0;2;0;0;8;2;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;
Guadalajara;19042;"Arroyo de las Fraguas";26;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19043;"Atanzón";83;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19044;"Atienza";444;334;110;73;59;0;7;0;0;0;1;0;51;14;0;14;5;0;1;0;0;23;5;0;1;2;1;0;4;0;4;3;0;0;9;0;9;0;
Guadalajara;19045;"Auñón";157;149;8;3;3;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19046;"Azuqueca de Henares";34703;26905;7798;3137;2946;74;206;87;32;111;75;23;2266;191;18;72;2197;56;1121;680;15;2203;172;36;111;452;83;46;370;50;404;164;62;123;255;143;31;6;
Guadalajara;19047;"Baides";63;62;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19048;"Baños de Tajo";19;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19049;"Bañuelos";16;11;5;5;5;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19050;"Barriopedro";18;17;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19051;"Berninches";58;57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19052;"Bodera,La";26;25;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guadalajara;19053;"Brihuega";2476;2181;295;176;165;5;11;6;0;0;1;1;141;11;3;6;30;7;22;0;0;82;1;0;3;24;16;0;11;0;7;10;2;2;7;4;0;0;
Guadalajara;19054;"Budia";223;212;11;5;5;1;1;0;0;0;3;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19055;"Bujalaro";64;58;6;1;1;0;0;0;0;0;0;0;1;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19057;"Bustares";85;79;6;3;3;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;
Guadalajara;19058;"Cabanillas del Campo";9794;8771;1023;490;456;28;26;45;10;9;19;20;280;34;2;6;106;18;75;3;1;377;71;3;23;56;39;7;29;2;39;22;9;40;47;31;0;3;
Guadalajara;19059;"Campillo de Dueñas";80;77;3;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19060;"Campillo de Ranas";163;149;14;5;4;1;0;2;0;0;0;0;1;1;0;0;6;0;6;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19061;"Campisábalos";68;57;11;11;11;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19064;"Canredondo";76;74;2;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19065;"Cantalojas";167;147;20;17;17;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;
Guadalajara;19066;"Cañizar";63;57;6;5;5;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19067;"Cardoso de la Sierra,El";63;61;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Guadalajara;19070;"Casa de Uceda";96;70;26;1;0;0;0;0;0;0;0;0;0;1;1;0;18;0;18;0;0;7;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19071;"Casar,El";11601;9954;1647;708;653;60;46;56;13;17;12;41;359;55;13;15;173;1;146;0;0;714;63;56;32;126;39;30;85;13;75;53;11;52;48;19;0;4
Guadalajara;19073;"Casas de San Galindo";23;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19074;"Caspueñas";96;77;19;19;19;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19075;"Castejón de Henares";67;63;4;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
Guadalajara;19076;"Castellar de la Muela";37;30;7;7;6;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19078;"Castilforte";59;55;4;3;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19079;"Castilnuevo";8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19080;"Cendejas de Enmedio";75;72;3;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Guadalajara;19081;"Cendejas de la Torre";27;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19082;"Centenera";101;92;9;3;3;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;5;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;
Guadalajara;19103;"Checa";287;267;20;5;2;0;0;1;0;0;1;0;0;3;3;0;0;0;0;0;0;15;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;
Guadalajara;19104;"Chequilla";16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19106;"Chillarón del Rey";110;103;7;6;6;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
Guadalajara;19105;"Chiloeches";3305;3009;296;118;110;8;9;13;3;7;6;3;51;8;1;0;49;0;44;0;0;118;17;1;2;15;11;9;13;6;16;7;5;3;11;7;0;0;
Guadalajara;19086;"Cifuentes";1830;1624;206;132;130;2;3;4;0;0;3;1;117;2;0;1;21;1;17;0;0;50;0;5;6;8;1;0;5;1;8;8;0;2;3;3;0;0;
Guadalajara;19087;"Cincovillas";22;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19088;"Ciruelas";97;83;14;9;9;0;1;1;0;0;0;0;6;0;0;0;0;0;0;0;0;5;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;
Guadalajara;19089;"Ciruelos del Pinar";31;26;5;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;
Guadalajara;19090;"Cobeta";118;103;15;8;8;0;0;3;0;0;0;0;5;0;0;0;6;0;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19091;"Cogollor";27;25;2;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
Guadalajara;19092;"Cogolludo";595;472;123;107;107;0;0;0;0;1;4;0;102;0;0;0;7;0;7;0;0;9;1;0;1;2;2;0;0;2;0;0;0;0;0;0;0;0;
Guadalajara;19095;"Condemios de Abajo";16;13;3;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
Guadalajara;19096;"Condemios de Arriba";126;101;25;20;11;0;0;1;0;1;0;0;9;9;0;9;0;0;0;0;0;5;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;
Guadalajara;19097;"Congostrina";19;18;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19098;"Copernal";30;19;11;11;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19099;"Corduente";364;337;27;7;7;0;3;0;0;0;0;1;3;0;0;0;9;0;9;0;0;11;0;0;1;8;0;0;0;0;1;1;0;0;0;0;0;0;
Guadalajara;19102;"Cubillo de Uceda,El";135;106;29;4;4;0;0;1;0;0;0;0;2;0;0;0;23;0;23;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Guadalajara;19107;"Driebes";352;323;29;23;20;0;0;1;0;0;0;1;18;3;0;3;3;0;3;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;
Guadalajara;19108;"Durón";120;105;15;5;5;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;2;0;2;4;0;0;0;0;0;0;
Guadalajara;19109;"Embid";40;39;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19110;"Escamilla";67;63;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19111;"Escariche";176;166;10;4;4;0;0;1;0;0;0;0;3;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;
Guadalajara;19112;"Escopete";69;64;5;3;2;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19113;"Espinosa de Henares";685;558;127;114;111;0;2;1;0;1;5;0;101;3;0;0;7;0;7;0;0;6;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;
Guadalajara;19114;"Esplegares";43;38;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19115;"Establés";27;25;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19116;"Estriégana";17;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19117;"Fontanar";2328;2014;314;173;162;4;34;2;0;8;2;1;110;11;3;4;42;2;21;3;0;92;4;1;0;24;4;2;18;0;12;12;2;9;7;4;0;0;
Guadalajara;19118;"Fuembellida";10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19119;"Fuencemillán";100;90;10;8;8;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19120;"Fuentelahiguera de Albatages";123;105;18;16;16;0;1;0;0;0;0;0;15;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19121;"Fuentelencina";303;274;29;15;13;0;0;0;0;0;0;0;13;2;0;1;7;0;7;0;0;7;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19122;"Fuentelsaz";104;93;11;5;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;
Guadalajara;19123;"Fuentelviejo";57;48;9;8;8;0;0;0;0;1;0;0;7;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19124;"Fuentenovilla";533;435;98;54;54;0;2;1;0;8;3;1;36;0;0;0;5;0;4;0;0;37;3;0;1;8;2;0;10;1;8;2;2;0;2;0;0;0;
Guadalajara;19125;"Gajanejos";45;41;4;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19126;"Galápagos";2395;2147;248;119;106;2;7;11;3;12;4;0;59;13;1;3;17;1;13;0;0;101;17;0;8;30;4;8;2;1;12;5;6;3;10;5;0;1;
Guadalajara;19127;"Galve de Sorbe";103;96;7;6;6;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19129;"Gascueña de Bornova";35;28;7;7;7;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19130;"Guadalajara";83633;70835;12798;4348;3985;97;389;131;37;124;89;41;3016;363;40;150;2648;194;2022;83;40;5203;201;108;134;916;191;91;1032;84;1208;693;32;189;592;406;47;7;
Guadalajara;19132;"Henche";97;96;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19133;"Heras de Ayuso";231;103;128;100;100;0;93;0;0;0;1;0;1;0;0;0;22;3;19;0;0;6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;
Guadalajara;19134;"Herrería";24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19135;"Hiendelaencina";121;109;12;11;11;0;7;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19136;"Hijes";22;19;3;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19138;"Hita";339;279;60;44;44;1;14;2;0;1;0;0;24;0;0;0;12;0;12;0;0;4;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;
Guadalajara;19139;"Hombrados";36;34;2;2;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19142;"Hontoba";321;280;41;22;20;0;4;0;0;2;2;1;9;2;0;1;2;0;1;0;0;16;5;0;0;6;0;0;0;0;1;3;0;0;1;0;0;0;
Guadalajara;19143;"Horche";2540;2186;354;164;153;4;17;6;3;12;1;0;107;11;0;6;101;4;90;0;3;76;9;1;4;12;7;2;17;0;10;5;1;4;13;5;5;0;
Guadalajara;19145;"Hortezuela de Océn";50;47;3;1;1;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19146;"Huerce,La";43;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guadalajara;19147;"Huérmeces del Cerro";39;38;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19148;"Huertahernando";60;49;11;1;1;1;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19150;"Hueva";149;138;11;4;4;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;0;0;4;0;2;0;0;0;0;0;
Guadalajara;19151;"Humanes";1466;1195;271;160;157;2;87;4;1;1;0;3;59;3;1;1;42;1;36;3;0;55;11;0;0;1;5;0;10;1;23;3;0;1;14;14;0;0;
Guadalajara;19152;"Illana";702;604;98;74;72;1;0;1;2;2;3;0;60;2;2;0;0;0;0;0;0;24;1;0;1;11;4;0;3;0;2;1;0;0;0;0;0;0;
Guadalajara;19153;"Iniéstola";24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19154;"Inviernas,Las";68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guadalajara;19155;"Irueste";72;68;4;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19156;"Jadraque";1497;1166;331;273;251;2;4;5;0;1;17;1;221;22;0;3;37;0;37;0;0;17;0;0;0;2;1;4;6;0;1;0;0;0;4;4;0;0;
Guadalajara;19157;"Jirueque";62;58;4;4;4;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19159;"Ledanca";110;93;17;7;7;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;10;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;0;
Guadalajara;19160;"Loranca de Tajuña";1254;1074;180;85;82;3;3;2;1;9;2;7;52;3;0;1;12;0;8;1;1;79;8;0;1;19;6;0;14;2;8;7;0;5;4;0;2;0;
Guadalajara;19161;"Lupiana";257;246;11;8;8;0;0;2;0;0;1;3;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
Guadalajara;19162;"Luzaga";69;62;7;3;3;2;0;0;0;0;0;0;1;0;0;0;3;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
Guadalajara;19163;"Luzón";66;60;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;
Guadalajara;19165;"Majaelrayo";60;53;7;2;2;0;0;1;0;0;0;0;0;0;0;0;4;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
